Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Adult
1,1,1,171,1,Complete Secondary Education,141.0,1,Complete Secondary Education,Incomplete Secondary Education,Administrative,Craft and Related Trades,141.4,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,0
1,1,1,9773,1,Complete Secondary Education,140.0,1,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Service and Sales,135.8,1,0,0,1,0,1,19,0,0,6,6,6,13.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,Graduate,0
1,1,2,9500,1,Complete Secondary Education,138.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,127.5,1,0,0,1,0,1,18,0,0,7,7,7,14.48571429,0,0,8,9,8,14.58888889,0,16.2,0.3,-0.92,Graduate,0
1,39,1,9991,0,Complete Secondary Education,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,151.6,0,0,0,1,0,0,24,0,0,5,9,5,12.28571429,0,0,5,8,5,12.125,0,16.2,0.3,-0.92,Enrolled,1
1,39,1,9500,1,Complete Secondary Education,133.1,1,Incomplete Secondary Education,Incomplete Secondary Education,Administrative,Service and Sales,121.4,0,0,1,1,0,0,28,0,0,7,12,4,13.375,0,0,7,7,5,13.5,0,13.9,-0.3,0.79,Enrolled,1
1,42,1,9500,1,Complete Secondary Education,133.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Technicians,100.0,0,0,0,1,0,0,20,0,1,8,8,7,11.57142857,0,1,8,8,7,11.57142857,0,12.7,3.7,-1.7,Graduate,0
1,1,6,9500,1,Complete Secondary Education,150.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,131.5,1,0,0,1,0,1,19,0,0,8,8,7,12.65714286,0,0,8,8,7,12.65714286,0,12.7,3.7,-1.7,Graduate,0
1,17,1,9147,1,Complete Secondary Education,117.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,109.3,0,0,0,0,0,0,22,0,0,5,9,2,10.0,1,0,5,11,1,10.0,0,9.4,-0.8,-3.12,Dropout,1
1,1,1,9238,1,Complete Secondary Education,145.0,1,Incomplete Secondary Education,Complete Secondary Education,Service and Sales,Administrative,127.9,1,0,0,1,0,0,19,0,0,6,7,6,13.71428571,0,0,6,6,6,13.16666667,0,12.7,3.7,-1.7,Graduate,0
1,7,1,9238,1,Higher Education - Bachelor/Degree,140.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,140.0,1,0,0,1,0,0,36,0,10,14,21,13,13.07142857,0,4,11,16,11,13.0,0,16.2,0.3,-0.92,Graduate,1
1,44,1,9003,1,Other,160.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,160.0,0,0,0,1,0,1,19,0,0,6,7,6,15.33333333,0,0,6,9,6,14.0,0,15.5,2.8,-4.06,Graduate,0
1,17,1,9238,1,Complete Secondary Education,125.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,119.8,0,0,0,1,0,0,18,0,0,6,9,5,11.57142857,0,0,6,8,6,12.14285714,0,16.2,0.3,-0.92,Graduate,0
4,43,4,9991,0,Basic Education (3rd Cycle),133.1,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,153.0,0,0,0,0,0,0,40,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1
1,1,2,9500,1,Complete Secondary Education,139.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,125.0,1,0,0,1,0,1,19,0,0,7,7,6,12.9,0,0,7,7,6,12.9,0,7.6,2.6,0.32,Graduate,0
4,43,1,9500,1,Complete Secondary Education,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,103.7,0,0,0,1,0,0,38,0,1,8,12,5,13.126,1,1,8,12,5,13.126,1,10.8,1.4,1.74,Enrolled,1
1,7,1,9085,1,Higher Education - Bachelor/Degree,120.0,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,120.0,0,0,0,1,0,0,32,0,4,10,20,4,11.5,2,3,9,13,3,11.66666667,2,15.5,2.8,-4.06,Dropout,1
1,1,1,9853,1,Complete Secondary Education,160.0,1,Complete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,146.0,1,0,0,1,0,0,19,0,0,6,11,3,10.33333333,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,Enrolled,0
1,17,3,9070,1,Complete Secondary Education,120.0,1,Higher Education - Undergraduate,Complete Secondary Education,Technicians,Technicians,116.9,1,0,0,1,0,0,19,0,0,6,6,6,13.5,0,0,6,7,6,13.42857143,0,8.9,1.4,3.51,Graduate,0
2,39,1,9147,1,Complete Secondary Education,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,117.9,0,0,0,1,0,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,1
1,1,1,9147,1,Complete Secondary Education,124.0,1,Other Specific Qualifications,Incomplete Secondary Education,Professionals,Elementary Occupations,128.6,1,0,0,1,0,0,20,0,0,5,5,4,12.0,0,0,4,4,2,11.5,0,7.6,2.6,0.32,Enrolled,0
1,17,1,9853,1,Complete Secondary Education,150.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Professionals,Technicians,135.0,0,0,0,1,0,0,29,0,2,8,10,7,11.14285714,0,2,8,11,8,11.375,0,12.7,3.7,-1.7,Graduate,1
1,1,1,9991,0,Complete Secondary Education,140.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,124.6,0,0,0,1,0,0,29,0,0,5,11,5,11.4,0,0,5,10,4,10.25,0,15.5,2.8,-4.06,Enrolled,1
1,1,5,9500,1,Complete Secondary Education,135.0,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,124.0,1,0,0,1,0,1,19,0,0,8,8,7,12.77142857,1,0,8,8,7,12.77142857,1,9.4,-0.8,-3.12,Enrolled,0
1,1,6,9500,1,Complete Secondary Education,143.0,1,Other Specific Qualifications,Incomplete Secondary Education,Agriculture and Fishery,Plant and Machine Operators,129.5,1,0,0,1,0,1,18,0,0,8,8,7,13.79857143,0,0,8,8,7,13.79857143,0,10.8,1.4,1.74,Graduate,0
2,39,1,8014,0,Other,100.0,1,Other Specific Qualifications,Incomplete Secondary Education,Other,Elementary Occupations,111.3,0,0,1,0,0,0,25,0,0,6,7,6,13.33333333,0,0,6,6,6,13.5,0,7.6,2.6,0.32,Graduate,1
4,39,1,8014,0,Other,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,95.0,0,0,1,0,0,0,50,0,0,6,11,0,0.0,0,0,5,6,0,0.0,0,8.9,1.4,3.51,Dropout,1
2,1,1,9147,1,Complete Secondary Education,133.1,1,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,131.8,0,0,0,1,0,0,24,0,14,15,17,14,11.35714286,0,13,14,15,13,12.84615385,0,7.6,2.6,0.32,Dropout,1
1,1,5,9119,1,Complete Secondary Education,132.0,1,Other Specific Qualifications,Incomplete Secondary Education,Administrative,Professionals,119.1,0,0,0,1,0,0,18,0,0,5,11,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,Dropout,0
1,17,1,9085,1,Complete Secondary Education,131.0,1,Other Specific Qualifications,Other Specific Qualifications,Other,Other,125.4,1,0,0,1,0,0,20,0,0,6,13,6,15.69230769,0,0,6,13,5,14.42857143,0,15.5,2.8,-4.06,Graduate,0
1,16,1,9003,1,Complete Secondary Education,147.0,1,Complete Secondary Education,Other Specific Qualifications,Technicians,Plant and Machine Operators,140.7,1,0,1,1,0,1,20,0,13,18,19,18,15.05263158,0,11,13,13,13,14.53846154,0,15.5,2.8,-4.06,Graduate,0
1,43,1,9991,0,Complete Secondary Education,141.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,131.9,0,0,0,1,0,0,21,0,6,10,20,6,11.5,0,5,10,17,5,12.4,0,9.4,-0.8,-3.12,Dropout,1
1,39,1,9238,1,Complete Secondary Education,160.0,1,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Professionals,124.0,0,0,1,1,1,0,28,0,2,8,15,7,11.0,0,0,6,17,1,10.0,0,10.8,1.4,1.74,Enrolled,1
1,1,1,9254,1,Complete Secondary Education,135.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,139.2,0,0,0,1,1,1,19,0,0,6,6,6,13.0,0,0,6,6,6,13.16666667,0,12.4,0.5,1.79,Graduate,0
1,1,1,9500,1,Complete Secondary Education,133.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,121.8,0,0,0,1,1,1,18,0,0,8,8,8,12.93875,0,0,8,8,8,12.93875,0,9.4,-0.8,-3.12,Graduate,0
1,17,1,171,1,Complete Secondary Education,142.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,132.9,0,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,1
1,44,1,9003,1,Other,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Elementary Occupations,130.0,0,0,0,1,1,0,25,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,1
2,39,1,9500,1,Complete Secondary Education,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,130.1,0,0,0,0,1,0,37,0,0,7,10,5,13.0,0,0,7,9,5,12.88,0,11.1,0.6,2.02,Dropout,1
1,39,1,9500,1,Complete Secondary Education,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,124.5,0,0,0,0,1,0,38,0,0,7,11,5,12.18,0,0,7,11,4,11.8125,0,11.1,0.6,2.02,Dropout,1
2,39,1,9670,1,Complete Secondary Education,130.0,1,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,162.3,0,0,0,1,1,0,36,0,0,6,13,3,11.33333333,0,0,6,12,5,11.4,0,13.9,-0.3,0.79,Dropout,1
1,1,2,9500,1,Complete Secondary Education,149.0,1,Incomplete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,137.8,1,0,0,1,1,0,18,0,0,8,8,7,13.0,0,0,8,8,7,13.0,0,12.7,3.7,-1.7,Graduate,0
1,1,1,9670,1,Complete Secondary Education,130.0,1,Complete Secondary Education,Complete Secondary Education,Other,Other,119.5,0,0,0,0,1,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0
1,39,1,9130,1,Complete Secondary Education,150.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Elementary Occupations,110.0,0,0,1,1,1,0,24,0,0,5,13,2,12.5,2,0,5,8,3,12.33333333,0,9.4,-0.8,-3.12,Dropout,1
1,1,1,9238,1,Complete Secondary Education,106.0,1,Complete Secondary Education,Complete Secondary Education,Professionals,Professionals,105.0,0,0,0,1,1,0,20,0,0,6,9,5,11.0,0,0,6,9,5,12.16666667,0,11.1,0.6,2.02,Graduate,0
1,1,1,171,1,Complete Secondary Education,162.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,142.8,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,1
2,43,3,9991,0,Complete Secondary Education,120.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,128.2,1,0,0,1,1,0,32,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1
2,39,1,9991,0,Other,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Craft and Related Trades,120.0,0,0,0,1,1,0,39,0,0,5,9,0,0.0,0,0,5,5,1,10.0,0,12.7,3.7,-1.7,Dropout,1
1,7,1,9119,1,Higher Education - Bachelor/Degree,130.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,130.0,0,0,0,0,1,0,33,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,1
1,17,2,9670,1,Complete Secondary Education,128.0,1,Other Specific Qualifications,Other Specific Qualifications,Administrative,Craft and Related Trades,121.7,0,0,0,1,1,1,20,0,0,5,5,5,12.4,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate,0
1,1,1,9003,1,Complete Secondary Education,124.0,1,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,116.0,0,0,0,1,1,0,19,0,0,6,8,6,15.5,0,0,6,10,6,14.1,0,16.2,0.3,-0.92,Graduate,0
2,39,1,9991,0,Complete Secondary Education,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Administrative,Craft and Related Trades,133.2,0,0,0,0,1,0,43,0,0,5,13,2,11.5,0,0,5,12,3,10.8,0,13.9,-0.3,0.79,Dropout,1
2,43,1,9991,0,Complete Secondary Education,114.0,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Craft and Related Trades,116.7,0,0,0,1,1,0,49,0,0,5,7,4,13.33333333,0,0,5,9,4,11.6,1,16.2,0.3,-0.92,Dropout,1
1,1,2,9773,1,Complete Secondary Education,140.0,1,Other Specific Qualifications,Other Specific Qualifications,Administrative,Agriculture and Fishery,126.4,1,0,0,1,1,1,18,0,0,6,8,6,12.66666667,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduate,0
1,39,1,9003,1,Complete Secondary Education,160.0,1,Complete Secondary Education,Other Specific Qualifications,Other,Other,140.0,0,0,0,1,1,0,27,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Enrolled,1
1,1,1,9147,1,Complete Secondary Education,122.0,1,Complete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,120.3,1,0,0,1,1,1,19,0,0,5,8,5,12.6,0,0,5,9,5,13.6,0,8.9,1.4,3.51,Dropout,0
1,39,1,9070,1,Complete Secondary Education,140.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Elementary Occupations,118.0,0,0,1,1,1,1,45,0,0,6,6,6,13.5,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,1
1,15,1,9670,1,Complete Secondary Education,160.0,1,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,149.5,1,0,0,0,1,0,19,0,0,6,6,6,13.0,0,0,6,8,6,13.0,0,13.9,-0.3,0.79,Graduate,0
1,44,1,9003,1,Other,130.0,1,Complete Secondary Education,Higher Education - Undergraduate,Plant and Machine Operators,Service and Sales,130.0,0,0,0,1,1,1,21,0,0,6,15,6,11.71428571,0,0,6,8,4,11.75,0,13.9,-0.3,0.79,Graduate,1
1,1,1,9670,1,Complete Secondary Education,141.0,1,Complete Secondary Education,Complete Secondary Education,Administrative,Plant and Machine Operators,126.3,0,0,0,1,1,1,18,0,0,6,8,6,12.16666667,0,0,6,7,5,13.0,0,13.9,-0.3,0.79,Graduate,0
1,17,3,9147,1,Complete Secondary Education,127.0,1,Other Specific Qualifications,Other Specific Qualifications,Administrative,Agriculture and Fishery,116.2,0,0,0,1,1,0,18,0,0,5,10,0,0.0,1,0,5,13,0,0.0,0,9.4,-0.8,-3.12,Dropout,0
1,17,1,9254,1,Complete Secondary Education,126.0,1,Other Specific Qualifications,Other Specific Qualifications,Administrative,Management,126.0,0,0,0,0,1,0,29,0,0,6,12,0,0.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Dropout,1
1,1,1,9670,1,Complete Secondary Education,131.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Plant and Machine Operators,122.3,0,0,0,1,1,0,19,0,0,5,6,5,11.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate,0
1,1,1,9147,1,Complete Secondary Education,130.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,119.5,1,0,0,1,1,1,18,0,0,5,7,4,11.25,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Enrolled,0
1,44,1,9070,1,Other,130.0,1,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,131.8,0,0,0,1,1,1,22,0,2,7,7,7,12.28571429,0,5,9,10,8,12.375,0,12.4,0.5,1.79,Graduate,1
1,17,6,9500,1,Complete Secondary Education,140.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Professionals,130.7,1,0,0,1,1,1,18,0,0,7,7,7,12.71857143,0,0,8,11,8,12.80555556,0,11.1,0.6,2.02,Dropout,0
1,44,1,9130,1,Other,140.0,1,Complete Secondary Education,Incomplete Secondary Education,Technicians,Agriculture and Fishery,140.0,0,0,0,1,1,0,20,0,2,6,12,5,12.4,0,1,6,11,2,15.0,0,13.9,-0.3,0.79,Enrolled,0
1,1,1,171,1,Complete Secondary Education,140.0,1,Incomplete Secondary Education,Incomplete Secondary Education,Management,Management,129.5,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,0
4,39,1,9670,1,Other,133.1,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,130.0,0,0,1,1,1,1,29,0,0,6,16,1,14.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout,1
1,39,1,9670,1,Complete Secondary Education,120.0,1,Complete Secondary Education,Complete Secondary Education,Other,Technicians,114.0,1,0,0,1,1,0,29,0,0,5,10,3,11.66666667,0,0,5,8,4,11.25,0,7.6,2.6,0.32,Dropout,1
1,43,1,9773,1,Complete Secondary Education,121.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Administrative,121.0,1,0,0,1,1,0,23,0,0,6,15,1,13.0,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Enrolled,1
1,17,1,171,1,Complete Secondary Education,123.0,1,Higher Education - Undergraduate,Complete Secondary Education,Management,Plant and Machine Operators,116.4,1,0,1,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,0
1,1,1,9119,1,Complete Secondary Education,136.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,121.7,1,0,0,1,1,0,18,0,0,5,10,0,0.0,0,0,5,11,1,12.0,3,7.6,2.6,0.32,Dropout,0
2,42,1,9254,1,Complete Secondary Education,136.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Other,Other,130.0,1,0,0,1,1,0,22,0,2,6,13,4,11.5,0,2,6,12,2,12.5,0,7.6,2.6,0.32,Dropout,1
1,43,1,9991,0,Complete Secondary Education,120.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,120.0,1,0,1,1,1,0,34,0,6,10,10,7,11.71428571,0,4,10,10,6,11.5,0,10.8,1.4,1.74,Dropout,1
1,17,1,171,1,Complete Secondary Education,125.0,1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Plant and Machine Operators,134.1,1,0,0,1,1,0,24,0,12,17,19,13,11.64285714,0,12,17,25,12,11.25,0,11.1,0.6,2.02,Dropout,1
1,1,1,9670,1,Complete Secondary Education,146.0,1,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Craft and Related Trades,149.5,1,0,0,1,1,1,17,0,0,6,8,6,14.875,0,0,6,8,6,13.42857143,0,11.1,0.6,2.02,Graduate,0
1,43,4,9670,1,Complete Secondary Education,117.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Technicians,Technicians,113.2,0,0,0,1,1,0,21,0,0,5,11,2,10.0,0,0,5,10,3,10.33333333,0,9.4,-0.8,-3.12,Enrolled,1
2,39,1,9991,0,Complete Secondary Education,150.0,1,Complete Secondary Education,Higher Education - Undergraduate,Technicians,Management,146.0,0,0,0,1,1,0,34,0,0,5,5,5,14.2,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,Enrolled,1
1,44,1,9003,1,Other,140.0,1,Incomplete Secondary Education,Other Specific Qualifications,Service and Sales,Agriculture and Fishery,140.0,1,0,0,1,1,0,19,0,0,6,8,6,12.71428571,0,0,6,9,6,13.5,0,12.4,0.5,1.79,Graduate,0
2,39,1,9003,1,Complete Secondary Education,111.0,1,Complete Secondary Education,Higher Education - Undergraduate,Technicians,Management,162.4,0,0,1,0,1,0,49,0,4,12,16,5,11.6,0,2,7,7,5,11.2,0,8.9,1.4,3.51,Dropout,1
1,43,1,9500,1,Complete Secondary Education,120.0,1,Higher Education - Undergraduate,Higher Education - Undergraduate,Technicians,Administrative,136.6,0,0,0,1,1,0,23,0,0,7,14,5,11.94,0,0,7,14,6,12.2,0,13.9,-0.3,0.79,Dropout,1
1,18,3,9119,1,Complete Secondary Education,111.0,1,Complete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Craft and Related Trades,111.0,1,0,0,1,1,0,18,0,0,5,10,4,11.6,0,0,5,9,3,14.2,0,12.4,0.5,1.79,Dropout,0
1,1,1,9500,1,Complete Secondary Education,118.0,1,Complete Secondary Education,Complete Secondary Education,Technicians,Elementary Occupations,115.7,0,0,0,1,1,0,20,0,0,7,9,5,12.7,0,0,8,9,7,13.475,0,13.9,-0.3,0.79,Enrolled,0
1,1,3,9670,1,Complete Secondary Education,106.0,1,Higher Education - Undergraduate,Complete Secondary Education,Management,Professionals,105.7,1,0,0,1,1,0,19,0,0,6,6,6,13.33333333,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate,0
1,42,1,9003,1,Other,120.0,1,Higher Education - Undergraduate,Complete Secondary Education,Management,Service and Sales,128.2,1,0,0,1,1,0,24,0,4,9,13,8,13.33333333,0,5,10,12,9,13.11111111,0,16.2,0.3,-0.92,Enrolled,1
1,1,1,9147,1,Complete Secondary Education,151.0,1,Complete Secondary Education,Other Specific Qualifications,Technicians,Agriculture and Fishery,137.0,1,0,0,1,1,0,18,0,0,5,5,5,13.4,0,0,5,5,5,15.0,0,8.9,1.4,3.51,Graduate,0
2,39,1,9254,1,Other,133.1,1,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,120.0,0,0,1,0,1,0,45,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout,1
1,39,1,9991,0,Complete Secondary Education,120.0,1,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,120.5,1,0,0,1,1,0,30,0,0,5,5,2,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,1
1,51,1,9991,0,Other,120.0,1,Complete Secondary Education,Higher Education - Undergraduate,Technicians,Elementary Occupations,118.1,0,0,0,1,1,0,28,0,13,15,17,13,12.0,0,9,13,13,9,11.33333333,0,8.9,1.4,3.51,Dropout,1
1,39,1,9991,0,Complete Secondary Education,110.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,139.0,0,0,0,1,1,0,40,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,1
1,39,2,9147,1,Other,133.1,1,Other Specific Qualifications,Incomplete Secondary Education,Technicians,Elementary Occupations,116.3,0,0,0,0,1,0,32,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,1
1,17,5,9254,1,Complete Secondary Education,118.0,1,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Administrative,120.5,1,0,0,1,1,0,19,0,0,6,12,4,12.5,0,0,6,12,4,10.25,0,7.6,2.6,0.32,Dropout,0
1,1,1,9070,1,Complete Secondary Education,139.0,1,Complete Secondary Education,Incomplete Secondary Education,Professionals,Plant and Machine Operators,134.9,1,0,0,1,1,0,20,0,0,6,7,6,13.66666667,0,0,6,7,6,12.16666667,1,16.2,0.3,-0.92,Graduate,0
1,17,1,9119,1,Complete Secondary Education,130.0,1,Complete Secondary Education,Higher Education - Undergraduate,Technicians,Management,123.0,0,0,0,1,1,0,18,0,0,5,10,1,10.0,0,0,5,7,0,0.0,0,9.4,-0.8,-3.12,Dropout,0
1,17,1,9670,1,Complete Secondary Education,132.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,122.9,0,0,0,0,1,0,20,0,0,6,6,6,11.5,0,0,6,9,2,13.0,0,10.8,1.4,1.74,Dropout,0
1,39,1,9991,0,Complete Secondary Education,100.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Technicians,140.0,0,0,0,1,1,0,39,0,0,5,7,4,12.25,0,0,5,7,4,12.75,0,15.5,2.8,-4.06,Enrolled,1
1,17,1,9085,1,Complete Secondary Education,120.0,1,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Craft and Related Trades,122.5,0,0,0,0,1,0,19,0,0,6,11,5,13.6,0,0,6,11,5,13.66666667,0,11.1,0.6,2.02,Enrolled,0
1,39,1,9991,0,Basic Education (3rd Cycle),133.1,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,121.5,0,0,0,1,1,0,38,0,0,5,11,2,10.5,0,0,5,9,3,11.33333333,1,7.6,2.6,0.32,Enrolled,1
1,17,3,9500,1,Complete Secondary Education,156.0,1,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Plant and Machine Operators,132.3,1,0,0,1,1,1,18,0,0,7,7,6,13.26666667,0,0,7,7,6,13.26666667,0,7.6,2.6,0.32,Graduate,0
1,17,4,9500,1,Complete Secondary Education,143.0,1,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Service and Sales,131.5,1,0,0,1,1,1,18,0,0,7,8,7,12.5125,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79,Graduate,0
1,39,1,9670,1,Complete Secondary Education,140.0,1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,148.0,1,0,0,0,1,0,31,0,0,6,14,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,1
1,1,1,9500,1,Complete Secondary Education,127.0,1,Higher Education - Undergraduate,Incomplete Secondary Education,Professionals,Plant and Machine Operators,121.5,0,0,0,1,1,0,23,0,0,7,7,6,13.48333333,0,0,7,7,6,13.48333333,0,7.6,2.6,0.32,Graduate,1
